job_name,company,address,job_tags,salary,job_info,job_link
Java大数据+人工智能开发定岗委培生,北京百知教育科技有限公司,北京中关村软件园,14薪;住房补贴;每年多次调薪;周末双休;五险一金;年底双薪;包住;房补,6千-1.2万/月,"【报名条件】：1）大专以上学历，计算机（网络）、电子信息、软件工程、（电气）自动化、测控、生仪、机电、英语、数学等相关专业，对编程感兴趣。2）有计算机语言基础者优先，如：JAVA、.C语言、C++、C#、Net、PHP等。3）有钻研精神和学习能力，团队合作能力，乐于接受岗前学习。【职业背景】1、Java+大数据——Java 已经连续21年位居热门编程语言之首。在薪酬待遇方面，远高于其他程序员。Java+大数据开发工程师，待遇更高，入职轻松起薪12k.2、人工智能+ Python——人工智已经走进我们的生活，来得有些突然，以至于目前国内大学还没有开设人工智能专业，一名入门级的AI工程师月薪轻松就可以拿到15K，中、高级工程师，企业更是给出30万到150万的年薪；Python非常适合AI开发，它更接近自然语言，编程简单, 速度超快，它能够把各种模块很轻松地联结在一起,开发人员不必重复造轮子，像搭积木一样就可以完成绝大部分工作， 非常适合初学编程者。　　　未来将是人工智能的天下，越来越多的工作都将被人工智能替代！如果你够睿智，就算是壮士断腕，也要毅然决然地走进“人工智能”，四年后，当第一期AI大学生进入这一领域时，你已经年薪百万，已经是他们的总监、是他们的CEO了。人工智能时代刚刚拉开帷幕，现在加入，你就是下一个技术时代的王者。【福利待遇】：1、签订正式《劳动合同》、五险一金、办理组织关系迁转。2、入职首年二次调薪，年薪不低于10万元，高不封顶。3、在京工作一年后要求回当地工作的，可申请调回当地省会城市的分公司或合作企业工作。【发展空间及职业规划】：程序员----开发工程师----高级架构师----技术经理（CTO）----首席执行官（CEO）【温馨提示】：每天简历量较大，欢迎主动与电话（微信）：18910382858 联系、预约。北京中关村软件园欢迎你！
                ",https://m.zhaopin.com//jobs/68993592900086157712/
服务端技术负责人（风行极客）,北京风行在线技术有限公司,北京海淀区知春路6号锦秋国际大厦B座,五险一金;补充医疗保险;带薪年假;弹性工作;节日福利;定期体检;员工旅游;绩效奖金,3万-4万/月,"工作职责：1、负责服务端研发工作，根据根据产品需求制定、审核、控制项目开发计划，确保开发质量与开发进度；2、参与架构设计和优化，并分析评估技术方案，负责重难点技术攻关；负责业务系统后台的研发工作，包括服务器端需求沟通，架构设计，核心技术研发；3、负责指导开发工程师解决开发过程中遇到的技术问题；4、参与系统核心模块的程序编码工作，控制代码开发质量；5、搭建服务端团队并带领研发团队高效工作，负责考核及培养团队成员。任职要求：1、5年以上服务端开发经验，精通PHP、JAVA，有go或C++开发经验尤佳，至少1年团队管理经验；2、熟悉Linux系统下开发环境，熟悉较流行的持久化存储数据库、缓存，和Hadoop、Spark 等处理大数据经验；3、具备设计、实现面向亿级用户的高效的用户管理、用户画像、个性化内容分发系统的能力和经验；4、具有远景意识，能够充分了解项目对整体业务的重要性和贡献度，在项目实施上有前瞻性；5、有能力根据业务方向进行技术规划及架构设计，良好的执行力，对项目有清晰的排期和推进节奏；6、良好的领导力和团队建设能力，为团队制定清晰的发展目标和执行路线，兼顾业务发展需要和团队成员职业发展诉求。
                ",https://m.zhaopin.com//jobs/13397751500096811812/
java大数据（人工智能方向）签约实习生,北京百知教育科技有限公司,北京中关村软件园,14薪;住房补贴;每年多次调薪;周末双休;五险一金;年底双薪;包住;房补,6千-1.2万/月,"人才基地承担着中关村软件园园区内500多家知名IT企业的人才培养、招聘的任务，本次招聘的岗位全部采用企业定制，所招实习生实习结束，统一安排在园区工作，千载难逢，机会难得......【招收岗位】：1、 Java+大数据软件开发工程师签约实习生2、 人工智能+Python开发工程师签约实习生【任职要求】：1、大专及以上学历，计算机（网络)、电子信息、软件工程、（电气）自动化、测控、生仪、机电、数学或英语等专业。2、有计算机语言基础者优先，如：C语言、Java、.Net、PHP等；【福利待遇】：1、签订正式《劳动合同》、五险一金等。2、在京工作一年后要求回当地工作的，可申请调回当地省会城市的分公司或合作企业工作。【职业背景】1、 Java+大数据——Java 已经连续21年位居热门编程语言之首。在薪酬待遇方面，远高于其他程序员。Java+大数据开发工程师，待遇更高，入职轻松起薪12k.2、人工智能+ Python——人工智已经走进我们的生活，来得有些突然，以至于目前国内大学还没有开设人工智能专业，一名入门级的AI工程师月薪轻松就可以拿到15K，中、高级工程师，企业更是给出30万到150万的年薪；Python非常适合AI开发，它更接近自然语言，编程简单, 速度超快，它能够把各种模块很轻松地联结在一起,开发人员不必重复造轮子，像搭积木一样就可以完成绝大部分工作， 非常适合初学编程者。　　　未来将是人工智能的天下，越来越多的工作都将被人工智能替代！如果你够睿智，就算是壮士断腕，也要毅然决然地走进“人工智能”，四年后，当第一期AI大学生进入这一领域时，你已经年薪百万，已经是他们的总监、是他们的CEO了。人工智能时代刚刚拉开帷幕，现在加入，你就是下一个技术时代的王者。详询电话（微信）：15311859925 北京中关村软件园欢迎您！
                ",https://m.zhaopin.com//jobs/68993592900096496512/
前端工程师,山东小海豚能源科技有限公司,朝阳区,五险一金;绩效奖金;高温补贴;定期体检;带薪年假;节日福利;加班补助,1.5万-2万/月,"1、HTML5/CSS3/JavaScript基础扎实，精通ES6/jQuery/Nodejs等，有良好的程序设计和架构设计能力；2、至少精通一种前端框架，React等，并掌握其原理。有backbone使用经验优先；3、熟悉前端模块化开发，理解前端工程自动化构建，熟悉webpack等工具。有fis3使用经验优先；4、熟悉各种常见跨浏览器、跨设备问题，深刻理解Web标准，熟悉HTTP协议；5、熟练使用Git及多分支开发；6、思路清晰，具备良好的沟通能力和团队协作精神，善于学习、总结，乐于分享；7、有threejs、WebGL开发经验优先；8、本科及以上学历，四年以上前端开发经验，有后端Java/PHP/C++开发经验优先.
                ",https://m.zhaopin.com//jobs/61027838000066373213/
后端研发工程师,北京顺丰同城科技有限公司,北京市海淀区学清路学清嘉创大厦A座,弹性工作;带薪年假;节日福利;周末双休;交通补助;健身俱乐部;绩效奖金;通讯补贴,1.5万-3万/月,,https://m.zhaopin.com//jobs/62554458000112349710/
猎头顾问,北京人合创咨询有限公司,海淀区知春路,五险一金;交通补助;节日福利;周末双休;绩效奖金;带薪年假,5千-1万/月,"北京某咨询公司招聘猎头顾问***【IT、互联网、大数据、人工智能 猎头顾问】***        工作地点在北京 中关村 知春路 希格玛。                       工作内容：        1.根据客户需求开展候选人的搜寻、筛选、面试、offer谈判、入职跟踪等作；                       2.有能力的话，还可：客户开发BD、HR对接、客户关系维护、顾问团队培训指导和管理等。                       岗位要求：        1.如无猎头经验：期望你有2年以上工作经验，结果导向；有激情；能坚持！                   2.如有猎头经验：1年以上猎头经验、在产品/运营/设计等职能类职位、Java、C++、PHP、Python、算法、数据、前端、运维等职位方面有一定的积累和心得；原来是其他方向，对IT、互联网等有强烈兴趣者也可； 结果导向；有激情；能坚持！                       3.认同公司的理念和价值观                       4.做事积极主动、沟通能力强（并不一定要能说会道，而是有汇报技巧、保持信息透明畅通、沟通条理性强等等）；                       5.能坚持、遇到困难和挫折坚韧不拔、始终相信猎头工作的价值并能积极调整心态和状态；                       6.乐于学习各种新知识（IT、互联网行业知识、猎头行业知识、销售行业知识以及很多其他有用的相关知识）；                       7.专科或以上学历，专业不限。                       【猎头，帮助优秀的企业找到需要的高级人才。】                       【我们是谁】        北京人合创咨询有限公司：我们是一家专注在IT、互联网职位的猎头公司。我们服务的客户有上市大公司以及高潜力创业IT、互联网公司等。 我们有完善的培训和自由宽松的工作环境。  在目前服务的90%客户中，位列供应商综合排名第一、第二名。                   【公司的一致目标】        做IT、互联网客户最信赖的猎头伙伴、做市场上最专业的IT、互联网猎头顾问。                       我们期望营造一个工作环境舒适、积极向上、互助友爱的氛围。                   【上班地点】        北京 中关村 知春路 希格玛 （地铁10号线、13号线 知春路站A口）                       【我们急缺人，所以晋升快！】        晋升步骤：    助理顾问（实习生+年业绩30w以下）-顾问（年业绩30-50w）-高级顾问/团队Leader（年业绩50-80w）-资深顾问/团队经理（年业绩80-300w）                       可直接发/简/历/至 ********************、微信: wx*************、QQ: *********  
                ",https://m.zhaopin.com//jobs/46596538700068207211/
php开发工程师（双休＋五险一金＋奖金）,分秀网络科技(上海)有限公司北京办事处,北京市朝阳区东四环八里庄西里61号远洋商务1702室,周末双休;五险一金;绩效奖金;全勤奖;餐补;带薪年假;节日福利,1万-2万/月,"1.熟练使用PHP，两年以上PHP开发经验，深刻理解OOP，有大型项目经验优先；2.能独立搭建PHP开发平台，熟练操作MYSQL数据库，熟悉数据库配置和优化；3.有缓存处理经验，如memcache、redis缓存等，有其他nosql使用经验优先；4.有其他开发语言（如python、golang等），项目经验者优先；5.具有良好的团队配合意识及表达沟通力；6.严谨细致有责任心，善于团队合作，有较强的学习能力和抗压能力；7.熟悉linux优先
                ",https://m.zhaopin.com//jobs/49714903000067103909/
php工程师,凯撒世嘉旅游文化发展股份有限公司,朝阳区金桐西路远洋光华国际AB座11层,周末双休;五险一金;补充医疗保险;定期体检;员工旅游;节日福利;带薪年假;年底双薪,1.5万-2万/月,,https://m.zhaopin.com//jobs/33077413300109677714/
PHP网络安全工程师/网络运营维护,北京八维互动网络科技有限公司,北京市丰台区南四环西路128号诺德中心3号楼916,全勤奖;带薪年假;五险一金;不加班;节日福利;周末双休;交通补助;绩效奖金,6千-8千/月,,https://m.zhaopin.com//jobs/82563510000116850710/
零售生鲜ERP，PHP开发经理,北京奥星科宇企业管理有限公司,北京市丰台区镇国寺北街8号院 玺萌公馆10号楼3单元101,,1.5万-3万/月,"岗位职责：1、结合需求设计高扩展性、高性能、安全、稳定、可靠的技术系统，2、能够设计电商平台整体架构图和技术开发流程图。3、负责线上平台研发框架平台的扩展和优化，以及服务化平台搭建。4、指导研发工程师的开发和技术研究工作，解决各类技术疑难问题，提升团队整体技术水平。5、持续对开发架构进行改进与升级，提高团队开发能力和效率。任职要求：1、5年以上开发经验，有大型电商网站架构设计经验。2、能够很好的把控研发平台的安全、稳定、效率、可扩展性、可用性等各种需求，并能妥善解决流量的快速增长所带来的挑战。3、精通PHP/MySQL/NoSQL,熟悉JAVA语言，Linux系统；有大数据量的数据库设计及规划能力。4、扎实的算法和数据结构基础，良好的逻辑分析能力。5、熟悉业务抽象和数据模型设计，具有很强的分析问题和解决问题的能力，对解决具有挑战性问题充满激情。6、有零售生鲜开发经验优先；7、有零售ERP开发经验优先；
                ",https://m.zhaopin.com//jobs/57746473000050672810/
PHP开发工程师[北京-海淀区],云聚同新科技(北京)有限公司,北京市海淀区西北旺东路10号和协科技大厦B座505,五险一金;年底双薪;股票期权;带薪年假;定期体检;员工旅游;节日福利;不加班,1万-2万/月,"专业能力：1、负责后台管理、 h5服务端接口的设计与开发工作；2、负责功能模块的开发，参与需求分析，系统分析和详细设计； 3、参与研发核心模块的编码以及技术文档编写, 性能调优等技能要求：1、熟悉使用JQuery 、前端开发技能熟悉、熟悉JS、熟悉使用Redis2、对有对接支付经验、有小程序或vue开发经验、有ThinkPHP经验优先3、熟悉面向对象开发、掌握设计模式。4、3年以上互联网行业（移动互联网行业）工作经验优先。5、热爱技术、勇于尝试、积极分享、有团队合作精神。 工作内容：1、个人端h5界面，企业端h5界面2、运营中心后台3、个人端及企业端相应的接口、聊天、支付我们为大家提供你想发挥的舞台和你想要的回报：1、在业内有竞争力的薪水，媲美大公司；2、给父母发放孝道基金；3、公司股权，让你真正成为公司的合伙人；4、扁平的管理结构；5、必不可少的五险一金+意外商业保险；6、下午茶；7、不定期的各种分享活动和社会活动，大家互相学习、共同提高；8、丰富多彩的团建活动；9、随时补充中的福利。云聚同新科技（北京）有限公司HR   Niu010-80456003
                ",https://m.zhaopin.com//jobs/55272793400115243611/
PHP高级开发工程师,中融国投融资租赁(北京)有限公司,海淀区长春桥路5号新起点嘉园10号商业楼1603室,五险一金;周末双休;弹性工作;节日福利;绩效奖金,1万-1.5万/月,"1、参与平台项目的需求分析、系统设计。2、负责平台核心代码重构开发，负责前台和后台PHP程序开发。3、负责系统及接口维护、优化、功能改进等。4、跟踪最新互联网技术发展，进行相关预研，并给出产品研发方向建议。要求：1.专科及以上学历，计算机相关专业优先；2熟悉Linux操作系统，3年以上PHP项目开发经验；3.熟悉PHP开源框架（熟悉yii框架优先），熟悉MySQL数据库开发能独立设计复杂数据库；4.富有激情，抗压能力强，具有强烈的责任心与团队合作精神，有良好的沟通能力。
                ",https://m.zhaopin.com//jobs/43556048200110472813/
PHP开发工程师,环中向日葵(北京)国际咨询有限公司,东城区灯市口大街33号5层516,五险一金;绩效奖金;弹性工作;节日福利;员工旅游;定期体检;带薪年假,6千-8千/月,,https://m.zhaopin.com//jobs/cz758512470j00101061512/
高级开发工程师/PHP,霍尔果斯财商教育科技有限公司,北京市昌平区沙河万家创业园C区7栋7509,五险一金;节日福利;绩效奖金;周末双休;不加班,2.5万-4万/月,"职位描述：1. 负责技术开发工作，组织解决项目开发过程中的技术问题；3. 与增长部门合作，高效迭代运营策略，有效支持业务快速发展；4.  与业务方合作，开发业务后台系统及学员上课系统。职位要求：1. 计算机相关专业，3-5年工作经验2. 技术基础过硬，有2年以上主力开发经验4. 负责、参与过中大型研发项目4.  积极乐观，责任心强
                ",https://m.zhaopin.com//jobs/cz898472820j00105582809/
PHP开发工程师,北京点开科技有限公司,北京市丰台区恒泰中心C座10层,五险一金;年终分红;节日福利;绩效奖金;交通补助;通讯补贴;员工旅游,1万-2万/月,"岗位职责：1、负责公司web项目的开发；2、根据公司项目的需求，开发新的功能模块和插件；3、参与公司项目的规划和设计；任职要求：1、本科以上学历，计算机相关专业，三年以上工作经验；2、精通php开发语言，精通php面向对象编程并熟悉MVC开发模式3、精通PHP+MYSQL编程，熟悉HTML,DIV+CSS,熟练运用常见JS框架，熟悉PHP缓存技术、页面静态化技术；4、熟练掌握LAMP框架开发技能，熟悉常见Web开发框架，有大型网站项目开发经验者优先；5、熟练MySQL数据库开发和应用，具备MySQL索引优化、查询优化和存储优化等经验6、拥有良好的代码习惯，结构清晰，命名规范，逻辑性强，代码冗余率低；7、熟练应用GIT进行协作开发，有团队开发经验者优先；8､有大项目经验都优先
                ",https://m.zhaopin.com//jobs/261523087250045/
PHP高级工程师,北京美院帮网络科技有限公司,北京市海淀区苏州街55号名商大厦1104室,五险一金;年底双薪;绩效奖金;交通补助;餐补;带薪年假,2万-3万/月,"岗位职责：1、负责app及mis后台系统研发；2、与客户端讨论并制定接口方案；3、参与项目技术方案的制定和实施。任职要求：1、本科及以上学历，计算机相关专业，3年以上经验；2、具备PHP的MVC框架开发经验；3、熟悉HTTP协议、MySQL数据库、Linux开发环境；4、熟悉HTML、JS、CSS、Ajax等前端技术；5、良好的编程能力，能够独立完成模块开发。 fareast-font-family:宋体;mso-font-kerning:1.0pt; mso-ansi-language:EN-US;mso-fareast-language:ZH-CN;mso-bidi-language:AR-SA'>8、工作踏实认真，有责任感，求知欲望强，有团队协作意识。
                ",https://m.zhaopin.com//jobs/303260684250004/
php开发,北京世纪新学教育科技有限公司,海淀区板井路世纪金源商务中心11B,创业公司;绩效奖金;餐补;节日福利,1万-1.5万/月,"1、负责各应用的需求分析，并完成接口设计、开发和优化；2、在产品设计、系统设计、功能设计方面有自己的见解，并在适当的时候表达自己的意见；3、与手机应用和运营等相关需求人员进行良好沟通，能快速理解各方需求，并进行相应的模块设计与开发；4、完成直接上级领导安排的其它工作。
                ",https://m.zhaopin.com//jobs/82458724000075822714/
PHP中高级工程师,北京致趣科技有限公司,北京市朝阳区百子湾路76号大成国际D座3层,节日福利;周末双休;五险一金;餐补;带薪年假;弹性工作;补充医疗保险;创业公司,1.5万-3万/月,"岗位职责：1. 参与平台的设计、研发工作，持续优化产品。2. 与产品经理沟通产品需求，进行技术文档编写，代码开发。3. 根据客户需求对产品进行定制开发。任职要求：1. 大专以上学历，3年及以上PHP开发经验。2. 熟练掌握常用PHP框架和扩展，yii2等。3. 熟练使用MySQL、Redis等，熟练MySQL数据库设计、管理和优化。4. 熟悉TCP/IP、HTTP等网络协议，熟悉Linux开发环境和Shell脚本。5. 具备良好的代码编程习惯。6. 人品佳、进取心强，有团队合作精神，有沟通、协调能力。加分项：有saas型产品开发经验；熟练使用Golang优先；熟悉分布式架构优先；
                ",https://m.zhaopin.com//jobs/47609093300066112909/
PHP高级工程师,瞻世趣科技发展(北京)有限公司,北京市丰台区中核路1号院1号楼3层303室,餐补;弹性工作,1万-2万/月,"岗位描述1.      能够独立负责项目模块2.      能够准时准确的完成需求.3.      与公司各相关部门密切合作，分析技术发展、所需资源以及市场，对研发项目可行性的评估和论证；4.      配合相关部门完成产品的测试和调整；5.      相关技术的研究、尝试，并应用到具体产品。6.     领导安排的其它相关工作任职要求1.      3年以上商业性项目开发经验2.      参与过完整的网站应用开发流程3.      熟悉PHP开发,及常用框架的使用4.      熟悉linux和windows下的PHP环境的搭建5.      熟悉主流数据库的应用加分项有英语阅读能力,开源项目贡献者,自己的技术博客者优先熟悉手机应用、html5开发者优先有电商\游戏\彩票工作经验者优先技术极客及跨界人才优先有大容量、高并发系统设计及开发经验者优先薪金待遇：月薪税前10000-20000元福利待遇：五险  招聘人数：3名其他：办公地点交通便利，靠近地铁、公交站。地处高科技园区，园区有食堂。
                ",https://m.zhaopin.com//jobs/415052082250008/
PHP服务端高级工程师,多拿米网络科技(北京)有限公司,北京市海淀区大钟寺华杰大厦,五险一金;绩效奖金;带薪年假;弹性工作;员工旅游,1.5万-3万/月,"
                ",https://m.zhaopin.com//jobs/27162968200048667309/
PHP中级开发,木蚂蚁(北京)科技有限公司,北京市朝阳区北苑路170号凯旋城7号楼4层,五险一金;周末双休;绩效奖金;带薪年假;全勤奖;节日福利;员工旅游;餐补,1.3万-2万/月,"岗位职责：（资讯类app产品）1、负责移动端产品的接口实现与管理后台逻辑的实现；2、负责实现产品客户端与服务器端之间的通讯；3、参与系统需求分析与设计，并负责完成PHP核心代码；任职要求：1、3-5年PHP开发经验，有良好的编码规范、文档编写能力，软件开发的知识结构全面，基础扎实，逻辑思维性强；2、有分布式开发经验3、有微服务开发经验4、具备NoSQL（Redis、Mongodb）数据库，有高性能数据库设计经验；加分项：docker、数据库中间件、Zabbix阳光，带你狂欢的公司！不太差钱，不差客户，不差欢笑！更不差眼光和梦想！你来了，我们会对你好一点，一起吃饭，一起唱k，一起过生日，一起诗和远方。你想哭，有HR 陪你，你想唱k,HR还陪你！你想笑，我们一起陪你，你想跳钢管？对不起我们不会。你想艳遇，咱们去大理，你想拜佛，咱们去西藏。你想认认真真做点事，踏踏实实干几年，挖掘自己的潜能和创造力，创造价值，去回报家人，享受生活，那你还真是来对地方了！因为我们也是这么想的！你来或不来，木蚂蚁就在这里，还是来木蚂蚁的怀里吧，或让木蚂蚁住进你的心里，欣然相守，寂静欢喜！变态福利待遇：24小时清爽空调小风吹，时不时就来的水果饮料小点心，动不动就烧烤啤酒海底捞， boss一言不合红包砸人到眼晕。什么节日福利生日福利话剧表演根本停不下来！给我一个理由，薪资高到无上限！加入木蚂蚁！陪伴终身！到老一起拄拐棍！，动不动就烧烤啤酒海底捞， boss一言不合红包砸人到眼晕。什么节日福利生日福利话剧表演根本停不下来！给我一个理由，薪资高到无上限！加入木蚂蚁！陪伴终身！到老一起拄拐棍！
                ",https://m.zhaopin.com//jobs/36816912200031212415/
php技术总监,瞭望中态(北京)文化发展有限公司,丰台区广安路9号院国投财富广场1号楼2C,五险一金;绩效奖金;带薪年假;每年多次调薪;周末双休,4万-5万/月,,https://m.zhaopin.com//jobs/67286903000102412014/
PHP程序员（五险一金+补充医疗）,北京骄星棋骏网络科技有限公司,北京市朝阳区朝外大街万通中心C座1308,五险一金;年底双薪;餐补;带薪年假;补充医疗保险;节日福利,8千-1万/月,"[岗位职责]1. 负责微信公众平台二次开发及互动活动型小程序开发；2. 与技术团队紧密合作，改进公司产品的易用性、优化小程序性能等；3. 根据项目进度要求，完成系统和模块开发、单元测试和系统联调。4. 对新媒体最新技术解决方案有热情，敏感，热衷将新的技术解决方案应用在公司项目中进行尝试，挑战不可能。[任职要求]1. 专科以上学历，计算机相关专业，2年以上Web端开发经验；2. 精通PHP+MYSQL编程, 熟练掌握LAMP开发 ，有数据库设计和调优经验；3. 良好的PHP面向对象设计方法和编程思想,具有优良的编码习惯，熟练掌握HTML/CSS/JS/jQery； 4. 熟悉微信公众号、小程序平台原理，开发语言环境，开发流程，各种接口、验证、授权等； 5. 熟练使用各种脚本调试器、DOM查看器等定位问题，熟练使用各种工具检测web服务的性能和定位瓶颈；6. 擅长沟通，目标感强，有创业精神，关注微信及社交媒体的发展趋势。
                ",https://m.zhaopin.com//jobs/21744031300115632310/
高级PHP工程师,北京车行一六八信息技术有限公司,北京市朝阳区日坛路6号新族大厦10层,绩效奖金;加班补助;年底双薪;定期体检;节日福利,1.8万-2.5万/月,"岗位职责:   1、完成日常项目的开发，需求分析、项目设计、代码编写、提交测试、项目上线支持；   2、及时响应运营、客服等相关部门递交的需求，提供技术支持；   3、项目文档的编制，接手中长期项目及增加网站通用功能时，分析需求之后编写设计文档，项目完成之后提供说明文档。任职要求：   1、统招本科及以上学历，计算机专业；   2、3年以上lnmp环境开发经验，能熟练使用php进行开发，有OOP思想，了解各设计模式；   3、了解主流php框架的实现方式及异同，有编写框架经验者优先；   4、熟悉Linux系统，熟悉网络编程，Http、Socket协议等，能编写shell脚本；   5、熟练使用mc、redis等nosql工具，并了解内部实现方式；   6、熟悉MySQL数据库，能够根据项目需求独立构建并对其进行合理优化；   7、熟悉html，css，javascript，xml，nodejs 等相关前端开发语言；   8、具有较强的逻辑思维能力，思路清晰，良好的编码风格及测试习惯；   9、具有较强的沟通能力，表达清晰，有团队合作精神和责任感；   10、有很强的学习能力，有主动性和上进心，能承担压力；   11、有分布式系统开发经验者优先,有JAVA项目开发经验者优先。
                ",https://m.zhaopin.com//jobs/67296102600022208615/
前端工程师（php、h5方向）,北京华清远见科技信息有限公司,北京,五险一金;全勤奖;餐补;带薪年假;定期体检;节日福利,6千-1万/月,"岗位职责：1)负责完成PHP项目后台与页面开发。2)协助完成项目前端页面开发。3)负责团队项目前端设计与开发任职需求：1)熟练掌握前端开发相关知识。熟练使用HTTP、HTML、CSS、JS、XML、JSon等。2)熟悉PHP：包括PHP编程框架、服务器中间件。3)熟悉MySQL4)熟悉Linux操作环境。5)有页面设计能力者优先。6)良好的文档编辑能力。7)良好的沟通能力，能够迅速融入团队。8)计算机相关专业，有前端/PHP工作经验者优先。
                ",https://m.zhaopin.com//jobs/134546602252157/
PHP工程师,倍新(北京)体育管理有限公司,朝阳区万红路5号院蓝涛中心18号,年底双薪;包住;节日福利;员工旅游;定期体检;绩效奖金;带薪年假;弹性工作,1万-1.5万/月,"岗位职责：1、负责公司PC平台系统开发工作，完成重要核心模块的开发，对文档、需求的完善；2、系统架构持续优化，优化团队研发流程和方法，不断提高团队代码质量、研发水平和工作效率；3、带领研发团队完成研发工作，并对项目质量和项目成功交付负责；4、协调系统内部、跨系统的技术方案制定和评审，保证系统的可扩展、易维护性；5、负责对外包团队研发产品的代码审核，对外合作的技术开发方案及架构的设计；6、协助完成基础工具、平台的研发、运维等方面的日常工作；7、对线上系统的稳定性和可用性负责；8、配合平台数据库的搭建，针对性开发爬虫技术。岗位要求：1、计算机、电子商务、信息通讯等相关专业，本科及以上学历；2、4年及以上大型网站PHP开发经验；3、精通在LNMP下进行php项目的开发、优化；4、熟练使用版本控制工具、操作Mysql数据库；5、熟悉JavaScript、Ajax、Jquery或H5等Web前端开发技术，熟悉缓存的使用；6、具备良好的php开发分析能力与设计能力，能快速理解、消化内外部需求，并落实为具体的开发工作；7、熟悉项目管理流程，熟悉敏捷开发管理，精通软件编程规范，拥有良好代码习惯，能有效地实现交付目标；8、有正直的品格、敬业的态度、开放学习的心态、创新意识，抗压能力强、团队协作意识强，良好的逻辑思维能力；9、有在线教育平台、知识付费平台等研发经验者优先；
                ",https://m.zhaopin.com//jobs/cz542860830j00092672914/
PHP高级开发工程师,北京圆心科技有限公司,北京市朝阳区双井黄木厂路北汽资产大厦1号楼6层,五险一金;餐补;带薪年假;节日福利,2万-2.5万/月,"高级工程师：经验要求：4年以上PHP互联网相关开发经验技能要求：1) 熟悉面向对象设计方法和常用设计模式；2) 精通主流技术（加密，socket，supervisor等）和框架（Yii，ci等）；3) 精通MySQL数据库使用，具备数据库分布式集群设计经验，熟悉常用优化方法；4) 精通常用缓存技术，熟悉 Redis或其他K/V存储系统的使用；5) 精通一种以上消息队列；6) 熟悉 Ajax 相关开发；7) 熟悉 UNIX/Linux下服务器环境部署和性能调优，熟悉常用命令；8) 具有良好的沟通能力和团队协作能力，良好的学习能力和文档编写能力；9) 熟悉git的使用；有大型互联网项目开发和架构经验、海量用户和高并发处理经验、微信公众号开发经验、商城开发经验者优先
                ",https://m.zhaopin.com//jobs/266307587250445/
PHP工程师,福建中金在线信息科技有限公司北京分公司,北京市朝阳区光华路7号 汉威大厦 东区15A1,五险一金;股票期权;弹性工作;定期体检;员工旅游;全勤奖,1万-1.5万/月,"岗位职责：1. 使用PHP语言进行项目核心代码编写、开发高效能数据和WEB应用服务；2. 独立完成网站（软件）应用和功能模块的设计、开发、单元测试、文档编写；3. 解决项目实施过程中遇到的技术问题，并能有效的指导和培训相关人员。职位要求：1、本科及以上计算机背景及相关学历；2、两年以上互联网产品开发经验；3、精通PHP开发，熟悉常见Web开发框架；4、熟悉Linux操作系统和Shell，熟悉独立搭建网站服务器配置和调优；5、掌握MySQL数据库开发和应用，具备数据库性能优化经验；6、了解JavaScript、HTML、CSS等Web开发技能；7、工作态度认真、负责、积极主动；
                ",https://m.zhaopin.com//jobs/406213381250000/
php工程师,北京雍禾医疗投资管理有限公司,北京市朝阳区甘露园南里20号中国核建11层,五险一金;绩效奖金;全勤奖;餐补;带薪年假;节日福利;每年多次调薪,1.3万-2万/月,"岗位职责：1.负责现有微信公众号项目的系统优化，架构评估和核心逻辑开发2.有带领PHP团队完成开发任务能力；3.进行项目评估，制定开发计划，完成任务分解；4.负责系统设计，代码编写及难题攻关；5.配合产品、测试、运维、移动端等部门工作；6.负责团队建设，并指导培养新人；任职要求：1.精通常用框架、设计模式、软件开发模型；2.精通Linux、Nginx、Redis、MySQL、Memcache等常用技术；3.熟悉SOA、分布式、微服务、持续集成等；4.有大型电商/大数据分析系统研发经验，有高并发系统开发经验优先；5.以结果导向，抗压、善于沟通和快速学习6.必须有微信公众号／小程序开发经验，独立操作linux服务器7.有独立解决问题、钻研技术的兴趣和能力，善于沟通表达；
                ",https://m.zhaopin.com//jobs/34363203000096083809/
php开发+双休+员工宿舍,北京创意之星艺术设计有限公司,北京市昌平区回龙观站前东街2号田园风光综合楼2层,加班补助;五险一金;包吃;包住;餐补;房补;通讯补贴;采暖补贴,4千-6千/月,"岗位条件：1、年龄18-28周岁，不限专业；2、学历大专及以上，有IT技术相关经验优先；3、对互联网行业感兴趣（非销售、非保险岗位），接收无基础求职者；4、工作认真、细致、敬业，责任心强；5、想获得一份有长远发展、稳定、有晋升空间的工作。福利薪酬：1、待遇：底薪4500（试用期三个月，底薪3500，表现突出者可提前转正）+提成+奖金2、优秀员工国外、国内公费旅游；3、不定期组织部门聚餐和文体活动，丰富员工生活等；4、发放传统节假日礼品并定期组织生日聚会等；工作时间：早上9点至下午6点（中午吃饭时间休息一个半小时）。有意者可直接申请岗位或点击微聊跟工作人员进行了解岗位，期待您的加入~
                ",https://m.zhaopin.com//jobs/cz546350230j00127419111/
